Purchasing Document,Item,Order Type,Vendor,Short Text,Currency,Targ.Val. (Hdr),Released Value,Total Open Value,Validity Per. Start,Validity Period End,Purch. organization,MPN material,Net Price,Price unit,Tax Code,Order Unit,Target Quantity,Qty Released to Date,Open Target Quantity,Purchasing Group,Long Text,Salesperson,Deletion indicator
4100000228,10,MK,101636,Anchour Bolt,LKR,0.00,"270,000.00","-270,000.00",6/1/2011,12/31/2011,LK30,6000000010,22.50,1,V0,EA,"12,000","12,000",0,B09,Anchor Bolts,,
4100000229,10,MK,200032,CISCO 881-SEC-K9,USD,0.00,0.00,0.00,6/23/2011,12/31/2011,LK20,5000000289,264.79,1,V0,EA,100,0,100,016,Supply and delivery of CISCO routers,,
4100000229,20,MK,200032,CON-SMBS-881SECK,USD,0.00,"2,322.00","-2,322.00",6/23/2011,12/31/2011,LK20,5000000290,7.74,1,V0,EA,300,300,0,016,Supply and delivery of CISCO routers,,
4100000230,10,MK,101527,3 PLY PRINTED CORRUGATED CTNS,LKR,0.00,"377,500.00","-377,500.00",6/22/2011,12/31/2011,LK20,4000002141,75.50,1,V6,EA,"5,000","5,000",0,B08,3 PLY PRINTED CORRUGATED CTNS,,
4100000231,10,MK,100351,UPS & Raw power distribution system,LKR,0.00,"135,481.50","-135,481.50",6/23/2011,7/7/2011,LK10,,"135,481.50",1,V5,AU,1,1,0,012,Installation & commissioning of UPS & Ra,,
4100000232,10,MK,101801,Fiamm Battery Bank 6SLA200,USD,0.00,0.00,0.00,7/29/2010,7/29/2014,LK10,1000007626,"2,150.00",1,V4,EA,200,0,200,001,,,
4100000232,20,MK,101801,BATTERY BANK220Ah - HOPPACKE SB 6V220,USD,0.00,0.00,0.00,7/29/2010,7/29/2014,LK10,1000007649,"1,985.00",1,V4,EA,100,0,100,001,,,
4100000233,10,MK,102059,Partition-Gypsum,LKR,0.00,"15,437.50","-15,437.50",6/27/2011,1/27/2012,LK10,2000000406,"15,437.50",1,V4,EA,5,1,4,012,,,
4100000233,20,MK,102059,Partition-Gypsum,LKR,0.00,"98,325.00","-98,325.00",6/27/2011,1/27/2012,LK10,2000000406,"98,325.00",1,V4,EA,36,1,35,012,,,
4100000233,30,MK,102059,Partitions-Full Height MDF,LKR,0.00,"65,550.00","-65,550.00",6/27/2011,1/27/2012,LK10,2000000421,"65,550.00",1,V4,EA,23,1,22,012,,,
4100000233,40,MK,102059,Furniture-Counter,LKR,0.00,"72,000.00","-72,000.00",6/27/2011,1/27/2012,LK10,2000000340,"72,000.00",1,V4,EA,1,1,0,012,,,
4100000233,50,MK,102059,Door-Glass,LKR,0.00,"25,650.00","-25,650.00",6/27/2011,1/27/2012,LK10,2000000397,"25,650.00",1,V4,EA,1,1,0,012,,,
4100000233,60,MK,102059,Door-Glass,LKR,0.00,"27,455.00","-27,455.00",6/27/2011,1/27/2012,LK10,2000000397,"27,455.00",1,V4,EA,1,1,0,012,,,
4100000233,70,MK,102059,Door-Glass,LKR,0.00,"31,800.00","-31,800.00",6/27/2011,1/27/2012,LK10,2000000397,"31,800.00",1,V4,EA,1,1,0,012,,,
4100000233,80,MK,102059,Furniture-Counter,LKR,0.00,"204,250.00","-204,250.00",6/27/2011,1/27/2012,LK10,2000000340,"204,250.00",1,V4,EA,1,1,0,012,,,
4100000233,90,MK,102059,Table-Special Designed,LKR,0.00,"49,400.00","-49,400.00",6/27/2011,1/27/2012,LK10,2000000383,"49,400.00",1,V4,EA,1,1,0,012,,,
4100000233,100,MK,102059,Table-Special Designed,LKR,0.00,"142,500.00","-142,500.00",6/27/2011,1/27/2012,LK10,2000000383,"142,500.00",1,V4,EA,1,1,0,012,,,
4100000233,110,MK,102059,Furniture-Counter,LKR,0.00,"83,125.00","-83,125.00",6/27/2011,1/27/2012,LK10,2000000340,"83,125.00",1,V4,EA,1,1,0,012,,,
4100000233,120,MK,102059,Furniture-Counter,LKR,0.00,"19,000.00","-19,000.00",6/27/2011,1/27/2012,LK10,2000000340,"19,000.00",1,V4,EA,1,1,0,012,,,
4100000233,130,MK,102059,Furniture-Counter,LKR,0.00,"17,100.00","-17,100.00",6/27/2011,1/27/2012,LK10,2000000340,"17,100.00",1,V4,EA,1,1,0,012,,,
4100000233,140,MK,102059,Cupboard-Credenza,LKR,0.00,"91,500.00","-91,500.00",6/27/2011,1/27/2012,LK10,2000000326,"91,500.00",1,V4,EA,1,1,0,012,,,
4100000233,150,MK,102059,Cupboard-Credenza,LKR,0.00,"52,700.00","-52,700.00",6/27/2011,1/27/2012,LK10,2000000326,"52,700.00",1,V4,EA,1,1,0,012,,,
4100000233,160,MK,102059,Cupboard-Steel 7ft,LKR,0.00,"55,800.00","-55,800.00",6/27/2011,1/27/2012,LK10,2000000333,"55,800.00",1,V4,EA,3,1,2,012,,,
4100000233,170,MK,102059,Furniture-Mobile pedestal,LKR,0.00,"9,975.00","-9,975.00",6/27/2011,1/27/2012,LK10,2000000341,"9,975.00",1,V4,EA,1,1,0,012,,,
4100000233,180,MK,102059,Furniture-Mobile pedestal,LKR,0.00,"34,200.00","-34,200.00",6/27/2011,1/27/2012,LK10,2000000341,"34,200.00",1,V4,EA,3,1,2,012,,,
4100000233,190,MK,102059,CPU holder,LKR,0.00,"59,850.00","-59,850.00",6/27/2011,1/27/2012,LK10,4000001215,"59,850.00",1,V4,EA,7,1,6,012,,,
4100000233,200,MK,102059,Table-Coffe Table,LKR,0.00,"19,000.00","-19,000.00",6/27/2011,1/27/2012,LK10,2000000380,"19,000.00",1,V4,EA,2,1,1,012,,,
4100000233,210,MK,102059,Furnitures-Others,LKR,0.00,"39,000.00","-39,000.00",6/27/2011,1/27/2012,LK10,2000000344,"39,000.00",1,V4,EA,1,1,0,012,,,
4100000233,220,MK,102059,Carpet,LKR,0.00,"121,125.00","-121,125.00",6/27/2011,1/27/2012,LK10,2000000394,"121,125.00",1,V4,EA,85,1,84,012,,,
4100000233,230,MK,102059,Ceiling,LKR,0.00,"442,000.00","-442,000.00",6/27/2011,1/27/2012,LK10,2000000395,"442,000.00",1,V4,EA,85,1,84,012,,,
4100000233,240,MK,102059,Chair-Special Designer Chairs,LKR,0.00,"51,870.00","-51,870.00",6/27/2011,1/27/2012,LK10,2000000314,"51,870.00",1,V4,EA,7,1,6,012,,,
4100000233,250,MK,102059,Chair-Special Designer Chairs,LKR,0.00,"48,450.00","-48,450.00",6/27/2011,1/27/2012,LK10,2000000314,"48,450.00",1,V4,EA,6,1,5,012,,,
4100000233,260,MK,102059,Chair-Single Seater Lobby Chairs,LKR,0.00,"140,800.00","-140,800.00",6/27/2011,1/27/2012,LK10,2000000312,"140,800.00",1,V4,EA,4,1,3,012,,,
4100000233,270,MK,102059,Chair-Bar stool,LKR,0.00,"38,760.00","-38,760.00",6/27/2011,1/27/2012,LK10,2000000305,"38,760.00",1,V4,EA,6,1,5,012,,,
4100000233,280,MK,102059,Painting work(White emulsion),LKR,0.00,"31,200.00","-31,200.00",6/27/2011,1/27/2012,LK10,,"31,200.00",1,V4,AU,1,1,0,012,,,
4100000233,290,MK,102059,Painting work(Master pallatte),LKR,0.00,"18,000.00","-18,000.00",6/27/2011,1/27/2012,LK10,,"18,000.00",1,V4,AU,1,1,0,012,,,
4100000233,300,MK,102059,Sand blast stickering,LKR,0.00,"30,875.00","-30,875.00",6/27/2011,1/27/2012,LK10,,"30,875.00",1,V4,AU,1,1,0,012,,,
4100000233,310,MK,102059,Furniture Transpotation,LKR,0.00,"7,600.00","-7,600.00",6/27/2011,1/27/2012,LK10,,"7,600.00",1,V4,AU,1,1,0,012,,,
4100000233,320,MK,102059,Marking Ceiling holes,LKR,0.00,950.00,-950.00,6/27/2011,1/27/2012,LK10,,950.00,1,V4,AU,1,1,0,012,,,
4100000234,10,MK,200074,Payment of carriage fee for Warner TV,USD,0.00,"18,289.48","-18,289.48",7/1/2011,1/31/2012,LK30,,"15,789.48",1,V0,AU,1,4,-3,B09,Payment of carriage fee for Warner TV,,
4100000235,10,MK,200074,Payment of carriage fee for Warner TV,USD,0.00,"34,736.88","-34,736.88",1/1/2012,12/31/2012,LK30,,"34,736.88",1,V0,AU,1,11,-10,B09,Payment of carriage fee for Warner TV,,
4100000236,10,MK,200074,Payment of carriage fee for Warner TV,USD,0.00,"38,210.52","-38,210.52",1/1/2013,1/20/2014,LK30,,"41,394.73",1,V0,AU,1,12,-11,B09,Payment of carriage fee for Warner TV,,
4100000237,10,MK,200093,Subscription fee for KidsCo channel,GBP,0.00,0.00,0.00,7/1/2011,11/30/2011,LK30,,"24,000.00",1,V0,AU,1,0,1,B09,Payment of subscription fee for KidsCo c,,L
4100000238,10,MK,200072,payment of subscription fees for NDTV,USD,0.00,"34,380.90","-34,380.90",4/1/2011,6/30/2011,LK30,,"34,586.55",1,V0,AU,1,3,-2,B09,payment of subscription fees for NDTV ch,,
4100000239,10,MK,200087,subscribtion fee for Kalaignar Tv channe,LKR,0.00,0.00,0.00,2/1/2011,7/1/2011,LK30,,"37,500.00",1,V0,AU,1,0,1,B09,Payment of subscribtion fee for Kalaigna,,S
4100000240,10,MK,200069,subscription fee for DIVA channel,USD,0.00,"109,876.62","-109,876.62",12/1/2010,4/30/2012,LK30,,"117,810.00",1,V0,AU,1,16,-15,B09,Payment of subscription fee for DIVA cha,,
4100000241,10,MK,200233,Sim Card-32K pre paid SIM,USD,0.00,"100,000.00","-100,000.00",6/27/2011,12/31/2011,LK10,7000000527,0.25,1,V0,EA,"400,000","400,000",0,B11,400k- 32k pre paid SIM (HLR1/5)- Commerc,,
4100000242,10,MK,200135,D - Huawei E398u- 15 (TR),USD,0.00,"7,800.00","-7,800.00",6/27/2011,12/31/2011,LK10,7000001042,156.00,1,V0,EA,50,50,0,B11,Commercial order for Dialog branded E398,,
4100000242,20,MK,200135,D - Huawei E398u- 15 (WR),USD,0.00,0.01,-0.01,6/27/2011,12/31/2011,LK10,7000001041,0.01,1,V0,EA,1,1,0,B11,Commercial order for Dialog branded E398,,
4100000243,10,MK,200032,IP Phone Cisco SPA504G,USD,0.00,"11,000.00","-11,000.00",6/27/2011,12/31/2011,LK20,5000000258,110.00,1,V0,EA,100,100,0,016,IP Phone Cisco SPA504G,,
4100000244,10,MK,503091,"Cat -6, 305m 4 pair cable box",LKR,0.00,"35,361.80","-35,361.80",6/20/2011,7/20/2011,LK10,4000002135,"17,680.90",1,V0,EA,2,2,0,012,Network wiring of Kandy city centre,,
4100000244,20,MK,503091,Cat-6 Patch Panel [24 port] (ADM),LKR,0.00,"8,613.77","-8,613.77",6/20/2011,7/20/2011,LK10,4000002143,"8,613.77",1,V0,EA,1,1,0,012,Network wiring of Kandy city centre,,
4100000244,30,MK,503091,Cat -6 Keystone Jack,LKR,0.00,"7,140.42","-7,140.42",6/20/2011,7/20/2011,LK10,4000002134,340.02,1,V0,EA,21,21,0,012,Network wiring of Kandy city centre,,
4100000244,40,MK,503091,Cat6 Faceplate(Dual),LKR,0.00,"1,088.08","-1,088.08",6/20/2011,7/20/2011,LK10,4000001886,136.01,1,V0,EA,8,8,0,012,Network wiring of Kandy city centre,,
4100000244,50,MK,503091,Cat6 Faceplate(Single),LKR,0.00,"1,768.13","-1,768.13",6/20/2011,7/20/2011,LK10,4000001885,136.01,1,V0,EA,13,13,0,012,Network wiring of Kandy city centre,,
4100000244,60,MK,503091,Network wiring of Kandy city centre,LKR,0.00,"57,802.94","-57,802.94",6/20/2011,7/20/2011,LK10,,"57,802.94",1,V0,AU,1,1,0,012,Network wiring of Kandy city centre,,
4100000245,10,MK,100934,CD EXT POWER SUPPLY-2051/2059/2021/2029,LKR,0.00,"5,375,000.00","-5,375,000.00",6/29/2011,6/29/2012,LK20,5000000126,315.00,1,V0,EA,"16,500","15,000","1,500",B08,Vendor to supply CDMA Power Adaptor,,
4100000246,10,MK,200513,Payment of subscription fee-Eurosport SA,USD,0.00,"10,000.00","-10,000.00",3/1/2011,11/30/2011,LK30,,0.00,1,V0,AU,1,2,-1,B09,Payment of subscription fee to Eurosport,,L
4100000247,10,MK,200513,Subscription fee to Eurosport SA,USD,0.00,0.00,0.00,12/1/2011,11/30/2012,LK30,,"42,000.00",1,V0,AU,1,0,1,B09,Payment of subscription fee to Eurosport,,L
4100000248,10,MK,200513,Subscription fee to Eurosport SA,USD,0.00,0.00,0.00,12/1/2012,11/30/2013,LK30,,"60,000.00",1,V0,AU,1,0,1,B09,Payment of subscription fee to Eurosport,,L
4100000249,10,MK,503854,Generator Installation,LKR,0.00,"110,000.00","-110,000.00",6/16/2011,12/31/2011,LK10,,"110,000.00",1,V4,AU,1,1,0,012,Installation & commissioning of Generato,,
4100000250,10,MK,100763,Caps for Field Staff  NOM,LKR,0.00,"75,990.00","-75,990.00",5/3/2011,1/1/2012,LK00,,"85,000.00",1,V5,AU,1,1,0,T01,Caps for Field Staff  NOM,,
4100000251,10,MK,200166,P -BlackBerry 8520 (TR),USD,0.00,"211,800.00","-211,800.00",7/8/2011,12/31/2011,LK10,7000000606,176.50,1,V0,EA,"1,200","1,200",0,B11,Commercial order for BB 8520-1200 units,,
4100000251,20,MK,200166,A -BB 8520 Without Acces (WR),USD,0.00,0.12,-0.12,7/8/2011,12/31/2011,LK10,7000000621,0.01,1,V0,EA,12,12,0,B11,Commercial order for BB 8520-1200 units,,
4100000252,10,MK,200166,BES- CAL for BES (50 users),USD,0.00,"2,599.00","-2,599.00",7/8/2011,12/31/2011,LK10,7000000835,"2,599.00",1,V0,EA,1,1,0,B11,BlackBerry Enterprise Server Client Acce,,
4100000253,10,MK,200135,D - Huawei E372u- 5 (TR),USD,0.00,"2,400.00","-2,400.00",7/11/2011,12/31/2011,LK10,7000001210,96.00,1,V0,EA,25,25,0,B11,Commercial order for Dialog branded E372,,
4100000254,10,MK,100791,40GB Hard Disk,LKR,0.00,0.00,0.00,7/11/2011,1/11/2012,LK10,3000000070,11.50,1,V5,EA,"30,000",0,"30,000",R01,,,L
4100000254,20,MK,100791,SUPPLY OF BACKING PAPER TO RETAIL POINTS,LKR,0.00,"345,000.00","-345,000.00",7/11/2011,1/11/2012,LK10,,"345,000.00",1,V5,AU,1,1,0,R01,,,
4100000255,10,MK,100077,Cartridge-Epson IJ T 0544-Yellow,LKR,0.00,0.00,0.00,7/1/2011,4/30/2012,LK10,4000001174,"1,900.00",1,V0,EA,"9,999",0,"9,999",F05,CARTRIDGES - EPSON,,
4100000255,20,MK,100077,Cartridge-Epson IJ T0542 Cyan,LKR,0.00,0.00,0.00,7/1/2011,4/30/2012,LK10,4000001175,"1,900.00",1,V0,EA,"9,999",0,"9,999",F05,CARTRIDGES - EPSON,,
4100000255,30,MK,100077,Cartridge-Epson IJ T0541 Photo Black,LKR,0.00,0.00,0.00,7/1/2011,4/30/2012,LK10,4000001176,"1,900.00",1,V0,EA,"9,999",0,"9,999",F05,CARTRIDGES - EPSON,,
4100000255,40,MK,100077,Cartridge-Epson IJ T0547 Red(for R1800),LKR,0.00,0.00,0.00,7/1/2011,4/30/2012,LK10,4000001177,"1,900.00",1,V0,EA,"9,999",0,"9,999",F05,CARTRIDGES - EPSON,,
4100000255,50,MK,100077,Cartridge-Epson IJ T0548 Matte Black,LKR,0.00,0.00,0.00,7/1/2011,4/30/2012,LK10,4000001178,"1,900.00",1,V0,EA,"9,999",0,"9,999",F05,CARTRIDGES - EPSON,,
4100000255,60,MK,100077,Cartridge-Epson IJ T0543 Magenta,LKR,0.00,0.00,0.00,7/1/2011,4/30/2012,LK10,4000001179,"1,900.00",1,V0,EA,"9,999",0,"9,999",F05,CARTRIDGES - EPSON,,
4100000255,70,MK,100077,Cartridge-Epson IJ T0549 Blue,LKR,0.00,0.00,0.00,7/1/2011,4/30/2012,LK10,4000001180,"1,900.00",1,V0,EA,"9,999",0,"9,999",F05,CARTRIDGES - EPSON,,
4100000255,80,MK,100077,Cartridge-Epson IJ T0540Gloss Optimizer,LKR,0.00,0.00,0.00,7/1/2011,4/30/2012,LK10,4000001181,900.00,1,V0,EA,"9,999",0,"9,999",F05,CARTRIDGES - EPSON,,
4100000255,90,MK,100077,Cartridge-Epson T0491 Bl,LKR,0.00,0.00,0.00,7/1/2011,4/30/2012,LK10,4000001254,"1,400.00",1,V0,EA,"9,999",0,"9,999",F05,CARTRIDGES - EPSON,,
4100000255,100,MK,100077,Cartridge-Epson T0492 Cy,LKR,0.00,0.00,0.00,7/1/2011,4/30/2012,LK10,4000001255,"1,400.00",1,V0,EA,"9,999",0,"9,999",F05,CARTRIDGES - EPSON,,
4100000255,110,MK,100077,Cartridge-Epson T0493 Mg,LKR,0.00,0.00,0.00,7/1/2011,4/30/2012,LK10,4000001256,"1,400.00",1,V0,EA,"9,999",0,"9,999",F05,CARTRIDGES - EPSON,,
4100000255,120,MK,100077,Cartridge-Epson T0494 Yw,LKR,0.00,0.00,0.00,7/1/2011,4/30/2012,LK10,4000001257,"1,400.00",1,V0,EA,"9,999",0,"9,999",F05,CARTRIDGES - EPSON,,
4100000255,130,MK,100077,Cartridge-Epson T0496 Light Mg,LKR,0.00,0.00,0.00,7/1/2011,4/30/2012,LK10,4000001259,"1,400.00",1,V0,EA,"9,999",0,"9,999",F05,CARTRIDGES - EPSON,,
4100000255,140,MK,100077,Inkjet-EPSON C45S BL(T38),LKR,0.00,0.00,0.00,7/1/2011,4/30/2012,LK10,4000001374,"1,350.00",1,V0,EA,"9,999",0,"9,999",F05,CARTRIDGES - EPSON,,
4100000255,150,MK,100077,Inkjet-EPSON C45S Colour (T39),LKR,0.00,0.00,0.00,7/1/2011,4/30/2012,LK10,4000001375,"2,100.00",1,V0,EA,"9,999",0,"9,999",F05,CARTRIDGES - EPSON,,
4100000255,160,MK,100077,Cartridge-EPSON Aculaser SO50187-Yellow,LKR,0.00,0.00,0.00,7/1/2011,4/30/2012,LK10,4000001660,"16,500.00",1,V0,EA,"9,999",0,"9,999",F05,CARTRIDGES - EPSON,,
4100000255,170,MK,100077,Cartridge-EPSON Aculaser SO50188-Magenta,LKR,0.00,0.00,0.00,7/1/2011,4/30/2012,LK10,4000001661,"16,500.00",1,V0,EA,"9,999",0,"9,999",F05,CARTRIDGES - EPSON,,
4100000255,180,MK,100077,Cartridge-EPSON Aculaser SO50189-Black,LKR,0.00,0.00,0.00,7/1/2011,4/30/2012,LK10,4000001662,"11,600.00",1,V0,EA,"9,999",0,"9,999",F05,CARTRIDGES - EPSON,,
4100000255,190,MK,100077,Cartridge-EPSON Aculaser SO50190-Cyan,LKR,0.00,0.00,0.00,7/1/2011,4/30/2012,LK10,4000001663,"16,500.00",1,V0,EA,"9,999",0,"9,999",F05,CARTRIDGES - EPSON,,
4100000256,10,MK,101936,Toilet Papers,LKR,0.00,"273,945.00","-273,945.00",6/1/2011,8/31/2012,LK10,4000001063,26.09,1,V5,EA,"16,500","10,500","6,000",F05,Supply and delivery of toilet papers,,S
4100000257,10,MK,100209,P-Samsung S2 (TR),LKR,0.00,"1,311,000.00","-1,311,000.00",7/12/2011,12/31/2011,LK10,7000001115,"87,400.00",1,V0,EA,15,15,0,B11,Samsung S2 - 15 units,,
4100000258,10,MK,504156,Deodorant AXE,LKR,0.00,"164,900.00","-164,900.00",6/3/2011,1/1/2012,LK00,,"164,900.00",1,V0,AU,1,2,-1,T01,Supply of AXE Deodorant,,
4100000259,10,MK,100057,Horizontal Name Boards-CP,LKR,0.00,"1,280,000.00","-1,280,000.00",7/13/2011,7/13/2012,LK10,,"1,280,000.00",1,V5,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000259,20,MK,100057,Horizontal Name Boards-UP,LKR,0.00,"1,360,000.00","-1,360,000.00",7/13/2011,7/13/2012,LK10,,"1,360,000.00",1,V5,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000259,30,MK,100057,Horizontal Name Boards-SG,LKR,0.00,"1,280,000.00","-1,280,000.00",7/13/2011,7/13/2012,LK10,,"1,280,000.00",1,V5,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000259,40,MK,100057,Horizontal Name Boards-NP,LKR,0.00,"1,520,000.00","-1,520,000.00",7/13/2011,7/13/2012,LK10,,"1,520,000.00",1,V5,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000259,50,MK,100057,Horizontal Name Boards-EP,LKR,0.00,"1,472,000.00","-1,472,000.00",7/13/2011,7/13/2012,LK10,,"1,472,000.00",1,V5,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000259,60,MK,100057,Vertical Name Boards-CP,LKR,0.00,"430,000.00","-430,000.00",7/13/2011,7/13/2012,LK10,,"430,000.00",1,V5,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000259,70,MK,100057,Vertical Name Boards-UP,LKR,0.00,"456,000.00","-456,000.00",7/13/2011,7/13/2012,LK10,,"456,000.00",1,V5,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000259,80,MK,100057,Vertical Name Boards-SG,LKR,0.00,"432,000.00","-432,000.00",7/13/2011,7/13/2012,LK10,,"432,000.00",1,V5,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000259,90,MK,100057,Vertical Name Boards-NP,LKR,0.00,0.00,0.00,7/13/2011,7/13/2012,LK10,,"500,000.00",1,V5,AU,1,0,1,R01,SUPPLY OF DEALER BOARDS,,
4100000259,100,MK,100057,Vertical Name Boards-EP,LKR,0.00,0.00,0.00,7/13/2011,7/13/2012,LK10,,"500,000.00",1,V5,AU,1,0,1,R01,SUPPLY OF DEALER BOARDS,,
4100000259,110,MK,100057,GI Pipes-CP,LKR,0.00,"676,000.00","-676,000.00",7/13/2011,7/13/2012,LK10,,"704,730.00",1,V5,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000259,120,MK,100057,GI Pipes-UP,LKR,0.00,"676,000.00","-676,000.00",7/13/2011,7/13/2012,LK10,,"704,730.00",1,V5,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000259,130,MK,100057,GI Pipes-SG,LKR,0.00,"676,000.00","-676,000.00",7/13/2011,7/13/2012,LK10,,"704,730.00",1,V5,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000259,140,MK,100057,GI Pipes-NP,LKR,0.00,"507,000.00","-507,000.00",7/13/2011,7/13/2012,LK10,,"703,040.00",1,V5,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000259,150,MK,100057,GI Pipes-EP,LKR,0.00,"676,000.00","-676,000.00",7/13/2011,7/13/2012,LK10,,"703,040.00",1,V5,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000259,160,MK,100057,Board Stand,LKR,0.00,"285,000.00","-285,000.00",7/13/2011,7/13/2012,LK10,,"855,000.00",1,V5,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000260,10,MK,100676,Horizontal Name Boards-WP,LKR,0.00,"1,240,000.00","-1,240,000.00",7/13/2011,7/13/2012,LK10,,"1,240,000.00",1,V6,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000260,20,MK,100676,Horizontal Name Boards-NW,LKR,0.00,"1,505,000.00","-1,505,000.00",7/13/2011,7/13/2012,LK10,,"1,320,000.00",1,V6,AU,1,2,-1,R01,SUPPLY OF DEALER BOARDS,,
4100000260,30,MK,100676,Horizontal Name Boards-NC,LKR,0.00,"1,681,575.00","-1,681,575.00",7/13/2011,7/13/2012,LK10,,"1,681,575.00",1,V6,AU,1,2,-1,R01,SUPPLY OF DEALER BOARDS,,
4100000260,40,MK,100676,Horizontal Name Boards-SP,LKR,0.00,"1,320,000.00","-1,320,000.00",7/13/2011,7/13/2012,LK10,,"1,320,000.00",1,V6,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000260,50,MK,100676,Vertical Name Boards-WP,LKR,0.00,"400,000.00","-400,000.00",7/13/2011,7/13/2012,LK10,,"400,000.00",1,V6,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000260,60,MK,100676,Vertical Name Boards-NW,LKR,0.00,0.00,0.00,7/13/2011,7/13/2012,LK10,,"460,000.00",1,V6,AU,1,0,1,R01,SUPPLY OF DEALER BOARDS,,
4100000260,70,MK,100676,Vertical Name Boards-NC,LKR,0.00,"125,000.00","-125,000.00",7/13/2011,7/13/2012,LK10,,"500,000.00",1,V6,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000260,80,MK,100676,Vertical Name Boards-SP,LKR,0.00,0.00,0.00,7/13/2011,7/13/2012,LK10,,"440,000.00",1,V6,AU,1,0,1,R01,SUPPLY OF DEALER BOARDS,,
4100000260,90,MK,100676,GI Pipes-WP,LKR,0.00,0.00,0.00,7/13/2011,7/13/2012,LK10,,"769,600.00",1,V6,AU,1,0,1,R01,SUPPLY OF DEALER BOARDS,,
4100000260,100,MK,100676,GI Pipes-NW,LKR,0.00,"185,000.00","-185,000.00",7/13/2011,7/13/2012,LK10,,"771,450.00",1,V6,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000260,110,MK,100676,GI Pipes-NC,LKR,0.00,"740,000.00","-740,000.00",7/13/2011,7/13/2012,LK10,,"771,450.00",1,V6,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000260,120,MK,100676,GI Pipes-SP,LKR,0.00,"185,000.00","-185,000.00",7/13/2011,7/13/2012,LK10,,"771,450.00",1,V6,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000260,130,MK,100676,Board Frame,LKR,0.00,"225,000.00","-225,000.00",7/13/2011,7/13/2012,LK10,,"750,000.00",1,V6,AU,1,1,0,R01,SUPPLY OF DEALER BOARDS,,
4100000261,10,MK,101782,Denims,LKR,0.00,"269,325.00","-269,325.00",7/1/2011,1/1/2012,LK00,,"997,500.00",1,V0,AU,1,1,0,T01,Denims for Field Staff,,
4100000262,10,MK,101769,U Clip 7mm,LKR,0.00,"510,000.00","-510,000.00",5/26/2011,12/31/2011,LK30,6000000009,0.85,1,V0,EA,"600,000","600,000",0,005,"8"" Cable Ties - White",,
4100000263,10,MK,200256,IP Phone Cisco SPA504G,USD,0.00,"10,120.00","-10,120.00",7/18/2011,12/31/2011,LK20,5000000258,101.20,1,V0,EA,100,100,0,016,IP Phone Cisco SPA504G,,
4100000264,10,MK,100892,Drinking Water,LKR,0.00,0.00,0.00,7/19/2011,1/31/2012,LK10,4000000986,82.60,1,V5,EA,230,0,230,F05,,,
4100000265,10,MK,100892,Drinking Water,LKR,0.00,0.00,0.00,7/19/2011,1/31/2012,LK30,4000000986,82.60,1,V5,EA,230,0,230,F05,,,
4100000266,10,MK,100892,Drinking Water,LKR,0.00,0.00,0.00,7/20/2011,1/31/2012,LK20,4000000986,82.60,1,V5,EA,230,0,230,F05,,,
4100000267,10,MK,101544,E – Wallet Retailer Agreement,LKR,0.00,"26,350.00","-26,350.00",7/25/2011,7/31/2012,LK10,4000002185,5.27,1,V5,EA,"20,000","5,000","15,000",F05,E – Wallet Retailer Agreement,,S
4100000268,10,MK,101924,E – Wallet Retailer Agreement,LKR,0.00,"13,250.00","-13,250.00",7/25/2011,10/8/2012,LK10,4000002185,2.65,1,V5,EA,"20,000","5,000","15,000",F05,E -Wallet retailer Agreements,,S
4100000268,20,MK,101924,E – Wallet Retailer Agreement,LKR,0.00,0.00,0.00,7/25/2011,10/8/2012,LK10,4000002185,6.25,1,V5,EA,"20,000",0,"20,000",F05,E -Wallet retailer Agreements,,S
4100000268,30,MK,101924,E – Wallet Retailer Agreement,LKR,0.00,0.00,0.00,7/25/2011,10/8/2012,LK10,4000002185,2.85,1,V5,EA,"20,000",0,"20,000",F05,E -Wallet retailer Agreements,,S
